Userid,Name,Email,Status,"Last seen location (latitude, longitude)",Time of day,Day of the week,Month,Weather,Academic calendar events,Building
u07s2zyoo,Emma Robinson,robinson.7970@osu.edu,active,"40.001521, -83.013371",13:15,Monday,January,Cloudy,Regular,18th Avenue library
upumqtsaj,Daniel Mitchell,mitchell.5615@osu.edu,active,"39.998215, -83.011649",16:15,Saturday,November,Cloudy,Regular,orton library
uouyqpgmv,Logan Harris,harris.544@osu.edu,idle,"39.998379, -83.012140",15:30,Monday,April,Sunny,Finals season,orton library
uclykq1hi,Carlos Wright,wright.6462@osu.edu,active,"39.999221, -83.014631",19:00,Tuesday,June,Sunny,Regular,Thompson library
ugzchp11l,James Scott,scott.8425@osu.edu,active,"39.998221, -83.011994",19:45,Thursday,September,Cloudy,Regular,orton library
umfo4rgoc,Emily Brown,brown.3869@osu.edu,idle,"39.998490, -83.011788",01:45,Sunday,October,Rain,Midterms season,orton library
untqjaxf6,Andrea Anderson,anderson.894@osu.edu,active,"39.998276, -83.009087",14:15,Wednesday,August,Sunny,Regular,Ohio Union
uw0d7odki,Jacob Brown,brown.7555@osu.edu,active,"39.998048, -83.009413",00:45,Sunday,December,Snow,Regular,Ohio Union
uw302ddgx,Carlos Johnson,johnson.3299@osu.edu,active,"39.999330, -83.014337",08:00,Sunday,July,Sunny,Regular,Thompson library
uzzyi85hz,Camila Harris,harris.7212@osu.edu,active,"40.001705, -83.013165",13:15,Tuesday,February,Cloudy,Regular,18th Avenue library
ukdxzbq1z,Carlos Gonzalez,gonzalez.3811@osu.edu,active,"39.998324, -83.012222",01:00,Sunday,May,Sunny,Regular,orton library
ur698ao0l,Daniel Anderson,anderson.7048@osu.edu,idle,"40.001765, -83.013653",21:45,Wednesday,September,Sunny,Regular,18th Avenue library
ul6aynlrb,Santiago Gonzalez,gonzalez.9625@osu.edu,active,"39.998047, -83.008351",17:00,Wednesday,March,Cloudy,Midterms season,Ohio Union
uu2g1512f,Elizabeth Jones,jones.6903@osu.edu,idle,"39.998240, -83.011782",16:00,Thursday,January,Sunny,Regular,orton library
u4bojapjt,Jack Hall,hall.6138@osu.edu,idle,"39.999227, -83.015205",14:00,Thursday,November,Rain,Regular,Thompson library
u143f05vk,Santiago Taylor,taylor.4298@osu.edu,idle,"39.999124, -83.014597",10:00,Tuesday,October,Rain,Midterms season,Thompson library
uqpvfppcl,Andrea Lewis,lewis.8809@osu.edu,idle,"39.997436, -83.008931",15:45,Thursday,December,Snow,Regular,Ohio Union
ugh7setui,Aiden Hall,hall.9018@osu.edu,active,"39.999401, -83.014678",17:15,Sunday,November,Rain,Regular,Thompson library
u58350ngs,Evelyn Rivera,rivera.1133@osu.edu,active,"39.998446, -83.011904",16:30,Thursday,March,Rain,Midterms season,orton library
unhrea4l8,Abigail Garcia,garcia.7530@osu.edu,active,"40.003470, -83.017510",09:15,Sunday,September,Sunny,Regular,Knowlton Hall
uyouaq8jg,Luna Allen,allen.6238@osu.edu,idle,"39.999343, -83.014681",19:00,Friday,March,Rain,Midterms season,Thompson library
u93ox3hxn,Lucas Hill,hill.272@osu.edu,idle,"39.998211, -83.008299",14:45,Monday,April,Cloudy,Finals season,Ohio Union
udlyztxbp,Diego Johnson,johnson.7090@osu.edu,active,"40.001526, -83.013062",09:45,Tuesday,April,Sunny,Finals season,18th Avenue library
u0e93r732,Juan Roberts,roberts.889@osu.edu,active,"39.999139, -83.014729",00:15,Tuesday,July,Sunny,Regular,Thompson library
uzbijf2lr,Elizabeth Miller,miller.3420@osu.edu,active,"40.001722, -83.013323",17:45,Thursday,January,Sunny,Regular,18th Avenue library
uhhg78u2y,Ava Martinez,martinez.255@osu.edu,idle,"40.001834, -83.013583",18:30,Tuesday,April,Rain,Finals season,18th Avenue library
uwqy4d807,Valentina Walker,walker.6588@osu.edu,active,"40.001661, -83.013350",08:45,Monday,March,Cloudy,Midterms season,18th Avenue library
uq30eofye,Jack Clark,clark.7710@osu.edu,idle,"39.998958, -83.015266",10:30,Wednesday,November,Cloudy,Regular,Thompson library
uiisw17ms,Andrea Wilson,wilson.6810@osu.edu,idle,"39.998592, -83.008525",21:45,Friday,October,Cloudy,Midterms season,Ohio Union
uttra8z8x,Liam Sanchez,sanchez.7335@osu.edu,active,"40.000743, -83.009081",20:45,Wednesday,November,Sunny,Regular,wexner center
u98myzq0f,Ava Lewis,lewis.2942@osu.edu,active,"40.000142, -83.009287",01:45,Sunday,February,Cloudy,Regular,wexner center
uzln84xwb,Luna Torres,torres.9045@osu.edu,idle,"40.003817, -83.016008",10:30,Thursday,March,Cloudy,Midterms season,Knowlton Hall
uw1u7fzv5,Daniel Garcia,garcia.6692@osu.edu,active,"40.001797, -83.013388",08:30,Thursday,January,Cloudy,Regular,18th Avenue library
ulelej9e7,Diego Adams,adams.9023@osu.edu,idle,"39.999183, -83.015241",13:15,Tuesday,September,Sunny,Regular,Thompson library
uwpc2dup4,Henry Thomas,thomas.6890@osu.edu,active,"40.000710, -83.009320",12:15,Friday,October,Cloudy,Midterms season,wexner center
ue8ebatdb,Andrea Adams,adams.2964@osu.edu,active,"39.998220, -83.012168",10:00,Thursday,October,Cloudy,Midterms season,orton library
uujbttelz,William Perez,perez.9496@osu.edu,active,"39.999450, -83.014382",08:00,Saturday,October,Cloudy,Midterms season,Thompson library
uo6um6plc,Sophia Flores,flores.82@osu.edu,active,"39.998304, -83.011883",15:15,Wednesday,February,Cloudy,Regular,orton library
uhmsjhqdt,Emily Miller,miller.2086@osu.edu,idle,"40.001702, -83.013274",10:45,Sunday,November,Rain,Regular,18th Avenue library
ue7g0mm8n,Ethan Thompson,thompson.5475@osu.edu,active,"40.001868, -83.013135",21:30,Wednesday,November,Rain,Regular,18th Avenue library
uxxxxyaln,Liam Wright,wright.4313@osu.edu,idle,"40.003535, -83.017013",20:00,Friday,November,Rain,Regular,Knowlton Hall
ul44wq7ji,Luna Gonzalez,gonzalez.2778@osu.edu,active,"39.999534, -83.014563",12:15,Sunday,October,Sunny,Midterms season,Thompson library
uj4v9cu4m,Harper Scott,scott.8387@osu.edu,active,"39.999103, -83.014501",22:30,Wednesday,December,Cloudy,Regular,Thompson library
un0vza3tm,Ava Rivera,rivera.7805@osu.edu,active,"40.000154, -83.009493",00:15,Wednesday,November,Rain,Regular,wexner center
uvewqp3xw,Sophia Ramirez,ramirez.8125@osu.edu,active,"40.001473, -83.013458",09:15,Monday,August,Sunny,Regular,18th Avenue library
ua9kwmztv,Aiden Allen,allen.967@osu.edu,active,"40.003776, -83.016111",21:00,Monday,March,Rain,Midterms season,Knowlton Hall
u38u6sxlw,Sebastian Rodriguez,rodriguez.8211@osu.edu,active,"39.999538, -83.014686",09:00,Friday,June,Sunny,Regular,Thompson library
ueapuv6wx,Valentina White,white.8857@osu.edu,active,"39.998184, -83.008261",12:30,Sunday,November,Cloudy,Regular,Ohio Union
umh5jdw8k,Gabriel Allen,allen.5481@osu.edu,active,"40.000964, -83.009576",13:15,Thursday,February,Cloudy,Regular,wexner center
u4wu0rydn,Abigail Wright,wright.1059@osu.edu,idle,"40.001540, -83.013194",17:00,Tuesday,October,Sunny,Midterms season,18th Avenue library
u4o7epf6s,Sofia Ramirez,ramirez.1161@osu.edu,active,"39.999165, -83.014712",09:15,Thursday,August,Rain,Regular,Thompson library
up17i6dx6,Michael Rivera,rivera.507@osu.edu,active,"39.999596, -83.014681",17:00,Sunday,November,Cloudy,Regular,Thompson library
u1wkumhmf,Avery Smith,smith.1756@osu.edu,active,"39.999226, -83.015219",10:15,Monday,July,Cloudy,Regular,Thompson library
uzkdkn868,Carlos Taylor,taylor.1471@osu.edu,idle,"39.998992, -83.015070",19:45,Friday,December,Cloudy,Finals season,Thompson library
uek04re3a,Ava Flores,flores.1173@osu.edu,active,"39.999368, -83.015330",08:00,Friday,August,Sunny,Regular,Thompson library
uh77xgze1,Jackson Hall,hall.3413@osu.edu,idle,"39.998253, -83.012145",19:00,Thursday,March,Rain,Midterms season,orton library
u519osn5r,Jacob Allen,allen.2650@osu.edu,active,"39.999363, -83.014395",19:00,Monday,December,Cloudy,Finals season,Thompson library
uon0kthql,Olivia Miller,miller.595@osu.edu,idle,"39.999091, -83.014662",08:30,Monday,April,Sunny,Regular,Thompson library
uumj8kykz,Sophia Smith,smith.8657@osu.edu,active,"39.998337, -83.008404",19:15,Thursday,August,Rain,Regular,Ohio Union
ufcb6yaec,Ava Flores,flores.8657@osu.edu,idle,"40.001730, -83.013373",01:15,Monday,August,Sunny,Regular,18th Avenue library
uhk30cv4t,Charlotte Green,green.312@osu.edu,idle,"40.000490, -83.009216",18:45,Wednesday,January,Cloudy,Regular,wexner center
ueyupgv38,Ella Jackson,jackson.4822@osu.edu,active,"40.003493, -83.017582",09:00,Thursday,September,Sunny,Regular,Knowlton Hall
u3qye445r,Elizabeth Robinson,robinson.5100@osu.edu,active,"40.003373, -83.017487",13:30,Tuesday,January,Cloudy,Regular,Knowlton Hall
ujd1u3q5q,Mia Walker,walker.8341@osu.edu,active,"39.999482, -83.015174",13:30,Sunday,May,Rain,Regular,Thompson library
u6ct3qub0,Gabriel Scott,scott.3436@osu.edu,active,"39.999587, -83.014439",18:15,Monday,October,Cloudy,Midterms season,Thompson library
utg72tpip,Emma Taylor,taylor.9241@osu.edu,active,"40.001509, -83.013205",11:15,Friday,October,Rain,Midterms season,18th Avenue library
uhm2q9xvv,Jacob Nguyen,nguyen.9850@osu.edu,idle,"40.001736, -83.013147",14:45,Tuesday,September,Sunny,Regular,18th Avenue library
u6o7leqb8,Elizabeth Robinson,robinson.7535@osu.edu,active,"39.999574, -83.015171",23:15,Saturday,May,Sunny,Regular,Thompson library
uo8iawd63,Gabriel Carter,carter.5185@osu.edu,active,"40.001524, -83.013506",16:15,Wednesday,February,Rain,Regular,18th Avenue library
unu3hpqsh,Lucas Flores,flores.263@osu.edu,active,"39.999324, -83.015026",16:15,Monday,February,Cloudy,Regular,Thompson library
u1u6lvi4d,Jack Martinez,martinez.8405@osu.edu,idle,"40.003714, -83.016182",01:15,Friday,May,Sunny,Regular,Knowlton Hall
ut62px9jy,Evelyn Carter,carter.8261@osu.edu,idle,"39.997395, -83.008393",11:30,Sunday,April,Sunny,Finals season,Ohio Union
u0r2wloq3,Luna Baker,baker.629@osu.edu,active,"39.998928, -83.015150",08:15,Wednesday,October,Rain,Midterms season,Thompson library
u5ku5karo,Henry Taylor,taylor.4629@osu.edu,idle,"40.003494, -83.016246",10:00,Thursday,November,Cloudy,Regular,Knowlton Hall
usmp2vx48,Elizabeth Nguyen,nguyen.7482@osu.edu,active,"39.998953, -83.015141",13:30,Thursday,October,Sunny,Midterms season,Thompson library
u1firxyve,Oliver Sanchez,sanchez.3367@osu.edu,idle,"39.999461, -83.014547",14:45,Saturday,November,Rain,Regular,Thompson library
uzf354ta3,Emma Torres,torres.2409@osu.edu,active,"39.999338, -83.014526",18:30,Sunday,August,Rain,Regular,Thompson library
ufz1funfd,Camila Lee,lee.7149@osu.edu,active,"40.003554, -83.016306",10:45,Monday,October,Cloudy,Regular,Knowlton Hall
u3mcr8uyd,Lucas Mitchell,mitchell.9427@osu.edu,idle,"40.001630, -83.013100",00:00,Wednesday,February,Cloudy,Regular,18th Avenue library
u4no9tmvv,Gabriel Roberts,roberts.3636@osu.edu,active,"40.003682, -83.017132",19:45,Wednesday,December,Snow,Finals season,Knowlton Hall
u6ztejgy1,Juan Harris,harris.3959@osu.edu,idle,"39.999100, -83.015380",16:00,Friday,October,Cloudy,Midterms season,Thompson library
uy94s7ia3,Benjamin Young,young.1597@osu.edu,active,"39.998376, -83.012181",13:15,Sunday,February,Cloudy,Regular,orton library
uyu809l76,Juan Clark,clark.7678@osu.edu,active,"40.003729, -83.017311",17:30,Thursday,August,Sunny,Regular,Knowlton Hall
uqbh4p54i,Jacob Clark,clark.9261@osu.edu,active,"39.998265, -83.011806",15:45,Saturday,October,Cloudy,Midterms season,orton library
u7t8ii8zb,Juan Gonzalez,gonzalez.648@osu.edu,active,"39.999159, -83.014580",21:00,Thursday,September,Sunny,Regular,Thompson library
ujt0bihlp,Sofia King,king.8457@osu.edu,active,"40.003747, -83.017492",20:30,Sunday,October,Cloudy,Regular,Knowlton Hall
uce9503li,Carlos Nelson,nelson.9070@osu.edu,idle,"39.999531, -83.014579",08:00,Wednesday,November,Cloudy,Regular,Thompson library
umovwgabw,Gianna Johnson,johnson.823@osu.edu,active,"39.999465, -83.015048",14:45,Monday,November,Sunny,Regular,Thompson library
uxu1g1at3,Amelia Lee,lee.2024@osu.edu,idle,"40.001615, -83.013187",19:15,Saturday,December,Cloudy,Regular,18th Avenue library
ucmcpe9wq,Emma Williams,williams.2834@osu.edu,active,"40.000578, -83.009389",16:00,Thursday,January,Snow,Regular,wexner center
ufc3mdogi,Henry King,king.2419@osu.edu,active,"40.001694, -83.013299",12:15,Thursday,July,Sunny,Regular,18th Avenue library
u9s2ywsff,Emily Wilson,wilson.6510@osu.edu,active,"39.998392, -83.011938",13:45,Wednesday,May,Sunny,Regular,orton library
u750a3uz6,Avery Moore,moore.935@osu.edu,active,"40.003852, -83.016428",14:45,Monday,January,Cloudy,Regular,Knowlton Hall
unpr03798,Maria Nguyen,nguyen.7983@osu.edu,idle,"40.001608, -83.013150",17:30,Monday,February,Cloudy,Regular,18th Avenue library
um5sa5oza,Carlos Nguyen,nguyen.1089@osu.edu,idle,"39.999233, -83.015301",13:15,Tuesday,December,Rain,Finals season,Thompson library
uexaepkjl,Mateo Smith,smith.3262@osu.edu,active,"40.003737, -83.016154",01:45,Thursday,March,Rain,Midterms season,Knowlton Hall
uqvn25593,Lucas Robinson,robinson.1714@osu.edu,active,"39.998038, -83.008826",09:30,Saturday,May,Cloudy,Finals season,Ohio Union
uj5amip6c,Daniel Nelson,nelson.8884@osu.edu,active,"40.001724, -83.013167",20:45,Wednesday,April,Rain,Finals season,18th Avenue library
um7700w9o,Mateo Brown,brown.8121@osu.edu,active,"39.998473, -83.011986",11:15,Thursday,September,Cloudy,Regular,orton library
utmuj6ks5,Alexander Gonzalez,gonzalez.8883@osu.edu,active,"40.001430, -83.008785",12:15,Wednesday,November,Sunny,Regular,wexner center
uawip9hxm,James Ramirez,ramirez.5374@osu.edu,active,"40.001724, -83.013064",19:15,Thursday,September,Sunny,Regular,18th Avenue library
u2wsa8nbb,Jack Walker,walker.4351@osu.edu,active,"40.001557, -83.013589",08:15,Sunday,April,Sunny,Regular,18th Avenue library
uvbd8ye5f,Elijah Carter,carter.335@osu.edu,idle,"40.001832, -83.013373",17:15,Tuesday,August,Cloudy,Regular,18th Avenue library
us2n2mpl3,Sophia Scott,scott.5791@osu.edu,active,"39.999239, -83.015047",17:15,Wednesday,November,Cloudy,Regular,Thompson library
u3rshef1a,James Lewis,lewis.7326@osu.edu,active,"39.999388, -83.014455",09:45,Wednesday,March,Cloudy,Midterms season,Thompson library
uo678tj8u,Gabriel Carter,carter.5586@osu.edu,idle,"40.001787, -83.013639",19:00,Friday,December,Sunny,Finals season,18th Avenue library
u6ksmwrgj,Alexander Ramirez,ramirez.1219@osu.edu,idle,"39.997173, -83.008662",00:00,Sunday,August,Sunny,Regular,Ohio Union
u1yli8zju,Elizabeth Robinson,robinson.7178@osu.edu,active,"40.001552, -83.013132",14:15,Tuesday,November,Rain,Regular,18th Avenue library
u38mm856n,Lorenzo Young,young.4959@osu.edu,idle,"40.001594, -83.013393",11:15,Wednesday,March,Rain,Midterms season,18th Avenue library
uyf6bqhzw,Mia Perez,perez.1991@osu.edu,active,"39.998964, -83.015181",18:45,Tuesday,July,Sunny,Regular,Thompson library
u6fceyms0,James Allen,allen.4387@osu.edu,idle,"39.998455, -83.012048",11:15,Tuesday,February,Snow,Regular,orton library
ujdvbx928,Gabriel Carter,carter.7661@osu.edu,active,"39.998208, -83.012087",09:45,Wednesday,January,Snow,Regular,orton library
uf5nz9v4k,Elizabeth Martin,martin.1372@osu.edu,active,"40.001539, -83.013433",11:15,Tuesday,January,Snow,Regular,18th Avenue library
utexquovx,Daniel Scott,scott.1957@osu.edu,idle,"39.998392, -83.012077",23:15,Sunday,October,Cloudy,Regular,orton library
uq61vobc0,Lucas Brown,brown.2553@osu.edu,idle,"39.998428, -83.011943",20:15,Monday,September,Sunny,Regular,orton library
uml30slu2,Sophia Miller,miller.4664@osu.edu,active,"40.001752, -83.013610",20:45,Monday,September,Sunny,Regular,18th Avenue library
uvzssfj73,Camila Hall,hall.2171@osu.edu,active,"40.003731, -83.017424",13:45,Wednesday,January,Snow,Regular,Knowlton Hall
u3o57yjup,Sebastian Harris,harris.6661@osu.edu,active,"40.001542, -83.013173",13:30,Sunday,September,Sunny,Regular,18th Avenue library
ua0ndy463,Jacob Lopez,lopez.2383@osu.edu,idle,"39.999061, -83.014977",23:45,Tuesday,March,Sunny,Midterms season,Thompson library
u802nux01,Logan Lopez,lopez.7970@osu.edu,idle,"40.001781, -83.013269",20:00,Thursday,January,Snow,Regular,18th Avenue library
ufeike0cs,Juan Scott,scott.9783@osu.edu,idle,"39.998362, -83.011962",19:00,Friday,June,Rain,Regular,orton library
usicwsxsp,Natalia Harris,harris.4227@osu.edu,active,"40.001758, -83.013235",11:45,Tuesday,April,Sunny,Finals season,18th Avenue library
ugrbozyz3,Lucas Young,young.9382@osu.edu,active,"40.001689, -83.013113",14:00,Friday,January,Snow,Regular,18th Avenue library
uz7zbqfyn,Elizabeth Scott,scott.1070@osu.edu,idle,"39.999036, -83.015008",14:30,Sunday,April,Rain,Regular,Thompson library
utxxphpcp,Valentina Campbell,campbell.3633@osu.edu,active,"39.998175, -83.008928",01:30,Saturday,February,Cloudy,Regular,Ohio Union
uwk6ftztm,Noah Hernandez,hernandez.8113@osu.edu,active,"39.999103, -83.014835",20:30,Sunday,August,Cloudy,Regular,Thompson library
ucv7jc9i8,Camila Lewis,lewis.4330@osu.edu,active,"40.001796, -83.013413",15:45,Thursday,October,Sunny,Regular,18th Avenue library
u7gdkrebu,Isabella Garcia,garcia.9773@osu.edu,active,"39.999094, -83.014434",01:15,Monday,November,Cloudy,Regular,Thompson library
uyh65sd54,Jackson Garcia,garcia.5863@osu.edu,idle,"40.003596, -83.017105",15:30,Saturday,December,Cloudy,Regular,Knowlton Hall
umj7cmlnn,Olivia Sanchez,sanchez.6665@osu.edu,idle,"39.999030, -83.015005",18:45,Tuesday,February,Cloudy,Regular,Thompson library
ui20guv06,Elijah Lee,lee.9424@osu.edu,active,"39.998217, -83.012000",09:45,Monday,April,Sunny,Regular,orton library
uv2uw41ed,Sebastian Carter,carter.2845@osu.edu,idle,"40.001270, -83.008995",22:30,Wednesday,July,Sunny,Regular,wexner center
u1yd2ada2,Benjamin Wright,wright.3627@osu.edu,idle,"39.998517, -83.011753",23:45,Wednesday,May,Rain,Regular,orton library
uffi05bgn,Valentina Martinez,martinez.596@osu.edu,active,"40.001617, -83.013313",14:15,Thursday,January,Snow,Regular,18th Avenue library
ud3aqbmbc,Jack Brown,brown.7278@osu.edu,active,"39.998465, -83.011921",12:30,Wednesday,January,Cloudy,Regular,orton library
uhtre8004,Noah Sanchez,sanchez.4290@osu.edu,idle,"39.998404, -83.011877",13:00,Monday,October,Sunny,Midterms season,orton library
u0qvrfuwc,Ethan Adams,adams.7176@osu.edu,idle,"39.997177, -83.008702",10:15,Thursday,April,Rain,Finals season,Ohio Union
u86j075ia,Gabriel Flores,flores.4110@osu.edu,active,"40.001685, -83.013383",16:30,Thursday,August,Sunny,Regular,18th Avenue library
ukjothbrf,Elizabeth Johnson,johnson.4887@osu.edu,idle,"39.998485, -83.011825",10:00,Monday,November,Cloudy,Regular,orton library
ucx2wt4x8,Mateo Harris,harris.1555@osu.edu,active,"39.999111, -83.015282",20:30,Friday,April,Cloudy,Regular,Thompson library
uoh99oicc,Lorenzo Rivera,rivera.7918@osu.edu,active,"39.999065, -83.014986",19:45,Monday,February,Snow,Regular,Thompson library
uxipdzf1w,Jack Robinson,robinson.594@osu.edu,active,"40.003616, -83.016870",16:30,Monday,March,Cloudy,Regular,Knowlton Hall
u03cdnqd1,Jack Robinson,robinson.5039@osu.edu,idle,"39.999521, -83.014989",19:00,Tuesday,November,Rain,Regular,Thompson library
ur5ogbe5u,Sofia Carter,carter.9514@osu.edu,idle,"39.998604, -83.009070",19:45,Thursday,October,Cloudy,Midterms season,Ohio Union
uk9or6vqv,Jackson Nguyen,nguyen.125@osu.edu,idle,"40.001466, -83.013472",21:30,Monday,March,Cloudy,Regular,18th Avenue library
uu3gjgihw,Charlotte Lee,lee.8416@osu.edu,idle,"39.998504, -83.011828",08:45,Wednesday,August,Sunny,Regular,orton library
uil7z0z7s,Lucas Campbell,campbell.5375@osu.edu,active,"40.001656, -83.013227",10:00,Wednesday,October,Rain,Midterms season,18th Avenue library
uvwc74xo9,Emma Baker,baker.2901@osu.edu,active,"40.001711, -83.013067",12:00,Monday,October,Rain,Midterms season,18th Avenue library
u0if78cfi,Emily Garcia,garcia.7458@osu.edu,active,"40.001478, -83.013555",18:30,Sunday,February,Sunny,Regular,18th Avenue library
uivo2p0zw,Aiden Baker,baker.8388@osu.edu,active,"40.003578, -83.016063",19:30,Monday,January,Cloudy,Regular,Knowlton Hall
u0gq5smof,Lorenzo Miller,miller.3857@osu.edu,idle,"39.998153, -83.011820",12:15,Wednesday,February,Cloudy,Regular,orton library
uaboykqmn,Ella Rivera,rivera.6797@osu.edu,idle,"39.999333, -83.015040",14:00,Thursday,December,Snow,Finals season,Thompson library
uew4ipgim,Jacob Davis,davis.571@osu.edu,idle,"40.003397, -83.017604",17:30,Monday,January,Cloudy,Regular,Knowlton Hall
uuuzacx59,Michael Martin,martin.6652@osu.edu,idle,"40.003840, -83.016278",16:15,Tuesday,July,Sunny,Regular,Knowlton Hall
umyxoc3dg,Amelia Smith,smith.6383@osu.edu,active,"39.999528, -83.015358",10:45,Thursday,March,Cloudy,Midterms season,Thompson library
